,ROWID,TIMESTAMP,ANONYMIZED_VEHICLE_NUMBER,VEHICLE_TYPE,NUMBER_OF_AXLES,TOLLPLAZA_ID,TOLLPLAZA CODE,TYPE_OF_PAYMENT_CODE,VEHICLE_CODE
2365,2366,Mon Aug  9 17:01:23 2021,1388802,CAR,2,4816,PCB500A9F,PTE,VC965
2366,2367,Sun Aug 15 17:15:49 2021,5377509,CAR,2,4730,PC7DC0964,PTE,VC965
2367,2368,Sat Aug 21 12:42:29 2021,2323339,CAR,2,4612,PC871C1FC,PTE,VC965
2368,2369,Wed Aug  4 11:42:45 2021,7854858,CAR,2,4156,PC6BCA05F,PTE,VC965
2369,2370,Thu Jul 29 15:32:48 2021,8940137,TRUCK,4,4597,PCBDB8BB6,PTP,VCB43
2370,2371,Thu Aug 12 05:14:32 2021,371476,CAR,2,4652,PC74A3585,PTP,VC965
2371,2372,Thu Aug 12 09:31:14 2021,3462173,CAR,2,4581,PCC347465,PTP,VC965
2372,2373,Sat Jul 31 17:23:19 2021,3646260,TRUCK,4,4228,PC4F78F1B,PTE,VCB43
2373,2374,Thu Aug  5 18:41:25 2021,6104161,CAR,2,4286,PC12BE494,PTC,VC965
2374,2375,Mon Aug 16 22:18:45 2021,226187,CAR,2,4129,PCA6127FF,PTP,VC965
2375,2376,Mon Aug 16 11:32:19 2021,5473322,CAR,2,4380,PC905B5D4,PTC,VC965
2376,2377,Sat Aug 21 08:45:44 2021,2931862,VAN,2,4756,PC8AEC6E8,PTC,VCD2F
2377,2378,Mon Aug  9 05:48:49 2021,8105227,TRUCK,4,4233,PC57279D0,PTC,VCB43
2378,2379,Mon Aug  2 13:40:25 2021,6067944,TRUCK,4,4854,PCB6F1968,PTC,VCB43
2379,2380,Sun Aug  8 17:42:28 2021,8716008,CAR,2,4259,PCBB65EF4,PTP,VC965
2380,2381,Fri Jul 30 14:58:17 2021,9122828,VAN,2,4587,PC576A3BA,PTE,VCD2F
2381,2382,Mon Aug 16 11:50:55 2021,29271,TRUCK,4,4906,PC3D58C5E,PTP,VCB43
2382,2383,Wed Aug  4 21:55:52 2021,940938,CAR,2,4657,PCC591410,PTE,VC965
2383,2384,Wed Aug 11 09:31:22 2021,5745091,VAN,2,4907,PCCEEF65A,PTC,VCD2F
2384,2385,Sun Aug 22 05:05:36 2021,5825255,TRUCK,4,4259,PCBB65EF4,PTP,VCB43
2385,2386,Wed Aug 11 21:52:09 2021,736458,VAN,2,4398,PCE60D320,PTC,VCD2F
2386,2387,Thu Aug 19 01:24:06 2021,2143542,CAR,2,4356,PCF1979AE,PTC,VC965
2387,2388,Mon Aug  2 22:33:26 2021,4929205,CAR,2,4942,PCD51A740,PTE,VC965
2388,2389,Sat Aug 21 02:41:45 2021,2107435,CAR,2,4927,PC2D22627,PTC,VC965
2389,2390,Thu Aug 12 01:17:32 2021,764188,CAR,2,4058,PC3415EA4,PTE,VC965
2390,2391,Tue Aug  3 07:38:22 2021,4464115,CAR,2,4728,PC07BF95F,PTE,VC965
2391,2392,Thu Aug 12 18:06:25 2021,3367963,TRUCK,4,4557,PC6C80A46,PTE,VCB43
2392,2393,Thu Aug 19 04:47:43 2021,4396339,TRUCK,4,4130,PC9F22103,PTP,VCB43
2393,2394,Thu Aug 19 18:58:09 2021,2891442,CAR,2,4995,PCBE6ABE5,PTE,VC965
2394,2395,Fri Aug 20 17:04:40 2021,751154,CAR,2,4104,PC0A63844,PTP,VC965
2395,2396,Sun Aug  8 05:32:53 2021,5688186,CAR,2,4348,PCD66314D,PTE,VC965
2396,2397,Tue Aug 10 16:12:39 2021,5529818,CAR,2,4599,PC800C92D,PTE,VC965
2397,2398,Sun Aug  8 21:09:43 2021,5311120,CAR,2,4975,PC818101A,PTC,VC965
2398,2399,Fri Aug 13 16:20:16 2021,3750012,CAR,2,4263,PCD6DBA1D,PTP,VC965
2399,2400,Fri Aug  6 08:00:29 2021,208207,CAR,2,4985,PCCA71D2C,PTC,VC965
2400,2401,Tue Aug  3 22:44:47 2021,2926595,VAN,2,4502,PCB2CC82C,PTC,VCD2F
2401,2402,Fri Aug 20 18:37:28 2021,1575438,CAR,2,4061,PC3A63A79,PTP,VC965
2402,2403,Wed Aug 11 00:41:08 2021,6733524,CAR,2,4186,PC922BA3E,PTP,VC965
2403,2404,Tue Aug  3 12:47:56 2021,7492188,CAR,2,4072,PC69F3F14,PTP,VC965
2404,2405,Wed Aug  4 18:02:50 2021,1135479,CAR,2,4309,PC5E92F61,PTC,VC965
2405,2406,Sat Aug  7 09:45:46 2021,3138965,CAR,2,4025,PC5ABB8E4,PTC,VC965
2406,2407,Fri Aug 20 01:47:26 2021,7852976,TRUCK,4,4304,PC89FB76E,PTE,VCB43
2407,2408,Wed Aug  4 11:27:10 2021,632828,TRUCK,4,4842,PC16F5A24,PTC,VCB43
2408,2409,Sun Aug 15 08:03:00 2021,2585797,CAR,2,4439,PC845CEA6,PTE,VC965
2409,2410,Sat Aug 14 12:34:36 2021,8101085,CAR,2,4051,PC3B970F2,PTE,VC965
2410,2411,Sat Aug 14 12:45:50 2021,9158382,CAR,2,4961,PC92C5115,PTP,VC965
2411,2412,Tue Aug 17 06:10:20 2021,8641771,TRUCK,4,4242,PCECC4DE2,PTP,VCB43
2412,2413,Sun Aug 15 04:23:28 2021,845364,CAR,2,4394,PCD3A817A,PTP,VC965
2413,2414,Wed Aug  4 15:18:08 2021,1588316,CAR,2,4049,PC4779D38,PTE,VC965
2414,2415,Thu Aug  5 19:42:49 2021,3401822,VAN,2,4279,PCCA817EB,PTP,VCD2F
2415,2416,Sat Aug 21 18:37:31 2021,9320107,CAR,2,4497,PC76FDDEA,PTC,VC965
2416,2417,Sun Aug  1 00:18:23 2021,3865123,TRUCK,4,4027,PCE7A4F34,PTE,VCB43
2417,2418,Sat Aug  7 23:53:41 2021,7275070,CAR,2,4835,PC4645718,PTP,VC965
2418,2419,Sun Aug  8 21:31:19 2021,2321017,CAR,2,4718,PC81E83B9,PTP,VC965
2419,2420,Sun Aug  8 19:54:27 2021,7673521,TRUCK,4,4177,PC9194382,PTC,VCB43
2420,2421,Fri Aug 13 23:31:48 2021,4956858,CAR,2,4777,PCB1132AC,PTC,VC965
2421,2422,Sun Aug  8 21:47:22 2021,9993450,CAR,2,4189,PC7655FC1,PTP,VC965
2422,2423,Mon Aug 16 18:18:12 2021,7561525,TRUCK,4,4976,PC5149039,PTP,VCB43
2423,2424,Sat Aug  7 13:00:46 2021,8108874,CAR,2,4893,PC3743587,PTC,VC965
2424,2425,Fri Jul 30 11:34:16 2021,6655900,CAR,2,4992,PCFF0FEB0,PTE,VC965
2425,2426,Mon Aug  9 14:43:20 2021,4698822,CAR,2,4873,PCE01E4DF,PTP,VC965
2426,2427,Sun Aug  8 03:28:10 2021,5388815,CAR,2,4453,PC5EC8DF5,PTE,VC965
2427,2428,Fri Jul 30 04:43:07 2021,9886417,CAR,2,4769,PC10C50DC,PTE,VC965
2428,2429,Sun Aug 22 12:27:16 2021,5488910,CAR,2,4408,PC3B3BE8F,PTP,VC965
2429,2430,Sat Aug 21 07:56:09 2021,3725986,CAR,2,4548,PC4486317,PTE,VC965
2430,2431,Fri Aug 13 05:13:41 2021,9352049,TRUCK,4,4189,PC7655FC1,PTP,VCB43
2431,2432,Mon Aug  9 18:23:22 2021,1984622,CAR,2,4418,PCF6EECB2,PTP,VC965
2432,2433,Sat Aug 21 04:30:46 2021,6697706,CAR,2,4414,PC40BD0F3,PTP,VC965
2433,2434,Mon Aug  9 11:36:07 2021,1323739,TRUCK,4,4673,PC66E7418,PTP,VCB43
2434,2435,Fri Jul 30 08:40:44 2021,3216208,CAR,2,4949,PC86E9EB7,PTE,VC965
2435,2436,Sun Aug 22 06:04:30 2021,4626751,CAR,2,4716,PCFCB0018,PTP,VC965
2436,2437,Sat Jul 31 12:51:02 2021,5504023,CAR,2,4548,PC4486317,PTE,VC965
2437,2438,Sat Aug 21 21:16:08 2021,2752020,CAR,2,4586,PC4A40D50,PTP,VC965
2438,2439,Tue Aug 17 17:58:32 2021,1060400,CAR,2,4131,PC4C9B108,PTC,VC965
2439,2440,Fri Aug 20 06:38:28 2021,635938,CAR,2,4284,PC0DB49FD,PTE,VC965
2440,2441,Sat Jul 31 07:13:35 2021,286361,CAR,2,4167,PC8453073,PTC,VC965
2441,2442,Sun Aug  1 20:06:20 2021,2978497,CAR,2,4135,PCC943ECD,PTP,VC965
2442,2443,Fri Aug 13 17:16:26 2021,9188647,CAR,2,4639,PC879E7AB,PTE,VC965
2443,2444,Fri Aug 20 08:27:45 2021,3704819,CAR,2,4098,PC89C0554,PTP,VC965
2444,2445,Fri Jul 30 19:40:59 2021,2705646,CAR,2,4765,PC795A0A3,PTP,VC965
2445,2446,Sun Aug  8 11:58:44 2021,4282435,TRUCK,4,4389,PC7688C61,PTE,VCB43
2446,2447,Tue Aug  3 00:30:19 2021,8884177,CAR,2,4293,PC2A27502,PTP,VC965
2447,2448,Mon Aug 16 09:03:13 2021,5880487,CAR,2,4981,PC6B14C5D,PTE,VC965
2448,2449,Sun Aug  8 10:56:03 2021,5864894,TRUCK,4,4235,PCFB11406,PTE,VCB43
2449,2450,Sun Aug  1 23:32:33 2021,850468,CAR,2,4126,PC74CE451,PTE,VC965
2450,2451,Sun Aug 15 11:48:22 2021,5256095,TRUCK,4,4955,PCE36723C,PTC,VCB43
2451,2452,Tue Aug 17 10:15:11 2021,4838062,VAN,2,4800,PCA4DF48A,PTP,VCD2F
2452,2453,Wed Aug 18 08:40:46 2021,5580721,VAN,2,4324,PC9C3D708,PTE,VCD2F
2453,2454,Tue Aug 10 16:48:20 2021,8389825,VAN,2,5004,PC2111CF9,PTC,VCD2F
2454,2455,Wed Aug 18 12:05:14 2021,2160458,CAR,2,4373,PC8806694,PTC,VC965
2455,2456,Tue Aug 17 18:31:43 2021,2906379,CAR,2,4357,PC434FA62,PTE,VC965
2456,2457,Sun Aug  8 07:20:08 2021,8976339,CAR,2,4539,PC684859B,PTP,VC965
2457,2458,Thu Aug  5 05:56:28 2021,509471,CAR,2,4967,PC2AFCB31,PTC,VC965
2458,2459,Mon Aug 16 14:07:56 2021,9228444,CAR,2,4342,PCE7F2748,PTC,VC965
2459,2460,Sat Aug  7 11:52:53 2021,739519,CAR,2,4241,PC7241796,PTE,VC965
2460,2461,Tue Aug 17 13:21:03 2021,7338498,CAR,2,4470,PCB4FF8FA,PTP,VC965
2461,2462,Tue Aug 17 08:11:31 2021,8819997,TRUCK,4,4251,PCB30E45F,PTP,VCB43
2462,2463,Wed Aug 18 01:30:00 2021,3729795,TRUCK,4,4389,PC7688C61,PTE,VCB43
2463,2464,Tue Aug 10 02:01:43 2021,6793174,TRUCK,4,4995,PCBE6ABE5,PTC,VCB43
2464,2465,Fri Jul 30 10:27:54 2021,8469780,TRUCK,4,4864,PC259547F,PTE,VCB43
2465,2466,Fri Aug 20 00:15:25 2021,4625148,CAR,2,4593,PC3863F6A,PTP,VC965
2466,2467,Sun Aug  8 17:11:49 2021,3664211,CAR,2,4932,PC46C4A27,PTC,VC965
2467,2468,Sat Aug  7 15:58:35 2021,3541118,CAR,2,4452,PC8C7C5D7,PTE,VC965
2468,2469,Sat Aug 14 15:47:20 2021,9350175,TRUCK,4,4517,PC9AF321D,PTC,VCB43
2469,2470,Fri Jul 30 09:29:49 2021,8661324,CAR,2,4819,PC454F09B,PTC,VC965
2470,2471,Wed Aug 18 20:07:27 2021,1348753,VAN,2,4473,PC51FDD60,PTE,VCD2F
2471,2472,Thu Aug 19 21:52:52 2021,6507004,VAN,2,4023,PC77793DF,PTC,VCD2F
2472,2473,Tue Aug 17 19:25:32 2021,4234641,CAR,2,4323,PC1D9ADA9,PTP,VC965
2473,2474,Thu Aug 19 23:40:49 2021,7017857,TRUCK,4,4176,PC11E9595,PTP,VCB43
2474,2475,Thu Aug  5 21:20:50 2021,2784669,CAR,2,4357,PC434FA62,PTP,VC965
2475,2476,Mon Aug 16 05:04:29 2021,3169810,CAR,2,4021,PC851E565,PTC,VC965
2476,2477,Wed Aug  4 10:44:42 2021,9191731,TRUCK,4,4567,PC2C5C1F3,PTC,VCB43
2477,2478,Sun Aug  8 06:08:09 2021,8680760,CAR,2,4141,PC13CB69B,PTP,VC965
2478,2479,Tue Aug 10 13:18:26 2021,5810307,CAR,2,4121,PCEC57A8E,PTC,VC965
2479,2480,Fri Aug 13 20:13:25 2021,624331,VAN,2,4832,PC34ECAB5,PTC,VCD2F
2480,2481,Sun Aug  1 21:57:29 2021,7794242,CAR,2,4376,PCA283923,PTC,VC965
2481,2482,Sat Jul 31 09:30:13 2021,8225604,CAR,2,4466,PC6E93A05,PTC,VC965
2482,2483,Wed Aug 18 16:41:48 2021,2625080,CAR,2,4829,PCEC030F2,PTP,VC965
2483,2484,Thu Aug 12 05:26:53 2021,5144439,CAR,2,4951,PCE9CE23F,PTP,VC965
2484,2485,Thu Aug 12 00:05:40 2021,3790896,CAR,2,4102,PC8C9B099,PTP,VC965
2485,2486,Sat Aug 21 18:03:36 2021,1283238,CAR,2,4246,PC95F5F6B,PTE,VC965
2486,2487,Fri Jul 30 19:05:02 2021,8877352,TRUCK,4,4801,PC119E3A6,PTP,VCB43
2487,2488,Mon Aug  2 13:19:07 2021,4656256,CAR,2,4615,PC1ECBA39,PTE,VC965
2488,2489,Wed Aug 18 18:07:00 2021,2334164,TRUCK,4,4748,PCF2ECD29,PTC,VCB43
2489,2490,Thu Aug  5 07:09:15 2021,3976368,TRUCK,4,4843,PC400DFFE,PTP,VCB43
2490,2491,Wed Aug  4 18:40:59 2021,3929327,CAR,2,4165,PC0D2B95C,PTC,VC965
2491,2492,Fri Aug 20 19:44:07 2021,8112065,TRUCK,4,4023,PC77793DF,PTC,VCB43
2492,2493,Mon Aug 16 14:08:22 2021,2442180,VAN,2,4411,PC3AA93E6,PTE,VCD2F
2493,2494,Fri Jul 30 08:31:26 2021,6761455,CAR,2,4078,PC8473A64,PTP,VC965
2494,2495,Thu Aug 19 08:08:25 2021,278933,CAR,2,4966,PC4E6422C,PTP,VC965
2495,2496,Sun Aug  8 02:26:16 2021,7306445,CAR,2,4352,PC99B9343,PTP,VC965
2496,2497,Wed Aug 18 00:38:47 2021,3936043,CAR,2,4514,PC374C341,PTP,VC965
2497,2498,Fri Aug 13 23:43:55 2021,8247476,CAR,2,4457,PCFBF2259,PTC,VC965
2498,2499,Sat Aug  7 18:16:11 2021,7529143,TRUCK,4,4491,PCA52F720,PTP,VCB43
2499,2500,Sat Aug 21 17:27:58 2021,456268,CAR,2,4230,PC19CE0DB,PTC,VC965
2500,2501,Sat Aug 14 19:04:20 2021,1534775,TRUCK,4,4712,PC94168A2,PTP,VCB43
2501,2502,Wed Aug 18 15:08:35 2021,235822,VAN,2,4356,PCF1979AE,PTP,VCD2F
2502,2503,Sat Aug 14 09:54:00 2021,8965339,CAR,2,4083,PC90346C9,PTP,VC965
2503,2504,Sun Aug 15 02:34:56 2021,8140556,TRUCK,4,4129,PCA6127FF,PTP,VCB43
2504,2505,Sat Aug 14 11:19:35 2021,4245691,CAR,2,4545,PC419B1CB,PTC,VC965
2505,2506,Tue Aug 17 01:34:57 2021,9562181,TRUCK,4,5002,PC585BD38,PTP,VCB43
2506,2507,Sat Aug 21 09:20:44 2021,9369195,CAR,2,4426,PCC0E943C,PTC,VC965
2507,2508,Sat Aug 14 14:24:08 2021,6636018,TRUCK,4,4000,PC69C7DF3,PTP,VCB43
2508,2509,Fri Aug 13 12:44:04 2021,2767983,CAR,2,4350,PCEDD7E85,PTE,VC965
2509,2510,Tue Aug 10 16:52:44 2021,6468020,CAR,2,4747,PC5E524A1,PTE,VC965
2510,2511,Wed Aug 18 02:24:55 2021,7030896,CAR,2,4470,PCB4FF8FA,PTE,VC965
2511,2512,Fri Aug 20 12:22:01 2021,9040684,CAR,2,4957,PC8DFFE65,PTP,VC965
2512,2513,Thu Aug 19 12:23:04 2021,4323952,TRUCK,4,4789,PCBE8B2AB,PTE,VCB43
2513,2514,Tue Aug 10 19:46:41 2021,5363679,CAR,2,4637,PCE9C770E,PTE,VC965
2514,2515,Thu Aug 12 23:45:20 2021,2686707,CAR,2,4668,PCBB055C6,PTE,VC965
2515,2516,Fri Aug 13 14:15:33 2021,8569812,CAR,2,4583,PC0567192,PTP,VC965
2516,2517,Sat Jul 31 05:05:15 2021,7094424,TRUCK,4,4697,PCFDB2BA6,PTC,VCB43
2517,2518,Sun Aug  8 19:45:49 2021,9121330,TRUCK,4,4453,PC5EC8DF5,PTP,VCB43
2518,2519,Fri Aug 13 01:58:20 2021,739165,TRUCK,4,4816,PCB500A9F,PTE,VCB43
2519,2520,Tue Aug 17 14:11:59 2021,3366701,TRUCK,4,4373,PC8806694,PTP,VCB43
2520,2521,Sun Aug 15 16:27:55 2021,8475949,CAR,2,4648,PC576AD85,PTE,VC965
2521,2522,Sun Aug 22 00:44:00 2021,9157314,CAR,2,4841,PCE45DE8D,PTP,VC965
2522,2523,Wed Aug  4 00:23:58 2021,1788348,CAR,2,4734,PCE4C5D8E,PTE,VC965
2523,2524,Sun Aug  8 23:10:02 2021,9068512,TRUCK,4,4166,PCE450C55,PTE,VCB43
2524,2525,Fri Aug 20 11:55:12 2021,5627735,CAR,2,4772,PC7368097,PTC,VC965
2525,2526,Wed Aug 11 00:41:57 2021,5138193,CAR,2,4757,PC126524C,PTC,VC965
2526,2527,Fri Jul 30 00:48:09 2021,1247680,CAR,2,4987,PCF4A9637,PTE,VC965
2527,2528,Wed Aug 18 12:42:12 2021,9562498,CAR,2,4672,PC03AE86F,PTP,VC965
2528,2529,Mon Aug 16 15:21:50 2021,5528211,TRUCK,4,4836,PCE78024A,PTE,VCB43
2529,2530,Thu Aug  5 00:47:32 2021,3621157,CAR,2,4414,PC40BD0F3,PTP,VC965
2530,2531,Mon Aug 16 21:33:12 2021,6595490,VAN,2,4430,PC52EA95D,PTE,VCD2F
2531,2532,Sat Aug 14 21:31:43 2021,9115257,VAN,2,4114,PC4CD2B81,PTP,VCD2F
2532,2533,Mon Aug  2 01:07:34 2021,470359,CAR,2,5007,PC869BDE8,PTE,VC965
2533,2534,Sat Aug 21 13:43:57 2021,3215207,CAR,2,4932,PC46C4A27,PTE,VC965
2534,2535,Wed Aug 11 11:28:52 2021,9986413,CAR,2,4082,PCF86214E,PTE,VC965
2535,2536,Mon Aug 16 17:04:50 2021,235511,TRUCK,4,4120,PC6700C62,PTC,VCB43
2536,2537,Sun Aug 15 07:59:39 2021,2680742,TRUCK,4,4198,PCB0994D1,PTE,VCB43
2537,2538,Wed Aug 18 02:59:49 2021,4862591,VAN,2,4891,PC57036DA,PTP,VCD2F
2538,2539,Wed Aug  4 03:26:06 2021,1887312,CAR,2,4852,PC68969FB,PTC,VC965
2539,2540,Sat Aug 21 02:53:20 2021,8533026,TRUCK,4,4600,PCB99E8F9,PTC,VCB43
2540,2541,Sun Aug  1 10:18:31 2021,6588186,CAR,2,4250,PCC695DB0,PTC,VC965
2541,2542,Sun Aug  8 17:16:47 2021,4275984,CAR,2,4910,PC75BC2DF,PTP,VC965
2542,2543,Thu Aug  5 00:29:28 2021,581996,CAR,2,4769,PC10C50DC,PTE,VC965
2543,2544,Tue Aug 17 03:32:43 2021,5946672,TRUCK,4,4626,PC93E7766,PTE,VCB43
2544,2545,Fri Aug 13 09:50:36 2021,4965045,CAR,2,4102,PC8C9B099,PTC,VC965
2545,2546,Sun Aug 22 14:33:28 2021,6775664,CAR,2,4478,PCB02917E,PTE,VC965
2546,2547,Tue Aug  3 01:42:18 2021,5256434,CAR,2,4074,PCCAFD014,PTC,VC965
2547,2548,Wed Aug 11 04:37:47 2021,8940248,CAR,2,4376,PCA283923,PTP,VC965
2548,2549,Tue Aug  3 07:00:45 2021,9388822,CAR,2,4479,PCCA36E4D,PTC,VC965
2549,2550,Tue Aug  3 07:24:18 2021,5286416,TRUCK,4,4832,PC34ECAB5,PTC,VCB43
2550,2551,Mon Aug 16 13:28:50 2021,9492828,CAR,2,4553,PC1D57D7F,PTC,VC965
2551,2552,Fri Aug 13 07:47:38 2021,2406598,TRUCK,4,4550,PC21A1833,PTC,VCB43
2552,2553,Tue Aug 17 19:22:00 2021,8914418,CAR,2,4564,PC29D136F,PTE,VC965
2553,2554,Mon Aug  2 02:11:19 2021,965869,VAN,2,4580,PC48664B7,PTE,VCD2F
2554,2555,Wed Aug 11 07:48:31 2021,5027808,CAR,2,4333,PCCCAD2AC,PTE,VC965
2555,2556,Thu Aug  5 07:59:01 2021,9616538,TRUCK,4,4285,PCB524A9F,PTC,VCB43
2556,2557,Thu Aug  5 19:31:33 2021,2354498,CAR,2,4497,PC76FDDEA,PTE,VC965
2557,2558,Sat Aug 21 12:10:14 2021,9734520,CAR,2,4329,PCF9CCB5A,PTC,VC965
2558,2559,Sat Aug 21 20:51:27 2021,1324683,VAN,2,4658,PC1A58039,PTE,VCD2F
2559,2560,Fri Jul 30 11:02:01 2021,653766,TRUCK,4,4898,PC0AE9E1B,PTC,VCB43
2560,2561,Fri Jul 30 00:23:45 2021,168532,TRUCK,4,4139,PC924C594,PTC,VCB43
2561,2562,Thu Aug  5 01:40:30 2021,6652157,CAR,2,4081,PCC825DB2,PTE,VC965
2562,2563,Sat Aug  7 06:56:23 2021,2976438,TRUCK,4,4194,PC96AD1EB,PTP,VCB43
2563,2564,Mon Aug  2 21:26:19 2021,5132790,CAR,2,4084,PC71D433F,PTC,VC965
2564,2565,Sat Aug 14 15:19:45 2021,4529955,CAR,2,4281,PC2804C85,PTE,VC965
2565,2566,Thu Aug 12 00:42:18 2021,1689578,CAR,2,4285,PCB524A9F,PTP,VC965
2566,2567,Wed Aug  4 16:13:33 2021,7390427,CAR,2,4154,PC2C2EF9E,PTE,VC965
2567,2568,Sun Aug 15 04:36:16 2021,212966,TRUCK,4,4928,PC16E79D4,PTP,VCB43
2568,2569,Mon Aug  2 03:44:31 2021,4626329,CAR,2,4066,PC883FCA9,PTC,VC965
2569,2570,Sat Jul 31 17:10:31 2021,582983,CAR,2,4758,PCCE12794,PTE,VC965
2570,2571,Tue Aug  3 16:22:05 2021,6415311,CAR,2,4679,PC88494D0,PTP,VC965
2571,2572,Sun Aug  8 23:55:20 2021,2025201,VAN,2,4584,PC1085B78,PTC,VCD2F
2572,2573,Mon Aug 16 07:41:14 2021,6636442,VAN,2,4372,PC1E0F3B6,PTP,VCD2F
2573,2574,Fri Aug  6 11:42:03 2021,520208,VAN,2,4801,PC119E3A6,PTE,VCD2F
2574,2575,Tue Aug  3 14:48:05 2021,5924388,CAR,2,4695,PC4A5D62F,PTP,VC965
2575,2576,Fri Aug 13 03:01:44 2021,7397736,CAR,2,4752,PC99A4177,PTC,VC965
2576,2577,Tue Aug 17 20:38:59 2021,8390915,CAR,2,4826,PCE1DDBB4,PTE,VC965
2577,2578,Mon Aug  2 07:08:30 2021,767864,CAR,2,4786,PCB7F1F8A,PTE,VC965
2578,2579,Fri Aug  6 08:34:34 2021,2244410,CAR,2,4219,PC40E6113,PTC,VC965
2579,2580,Sat Aug  7 10:02:04 2021,6093278,CAR,2,4487,PCA92F2BD,PTC,VC965
2580,2581,Fri Aug 13 01:02:03 2021,3708274,VAN,2,4586,PC4A40D50,PTP,VCD2F
2581,2582,Thu Aug 12 21:05:42 2021,7449792,CAR,2,4516,PCF7F25B7,PTC,VC965
2582,2583,Tue Aug 10 14:18:27 2021,7449385,TRUCK,4,4869,PCF775FA6,PTE,VCB43
2583,2584,Sat Aug 14 14:08:49 2021,9883762,CAR,2,4711,PC340B4DE,PTE,VC965
2584,2585,Sun Aug 15 12:41:52 2021,565331,CAR,2,4170,PC8CA1B15,PTC,VC965
2585,2586,Tue Aug  3 15:34:20 2021,1634285,CAR,2,4141,PC13CB69B,PTP,VC965
2586,2587,Tue Aug  3 02:39:34 2021,2903232,CAR,2,4627,PCA965149,PTE,VC965
2587,2588,Thu Aug 12 15:48:04 2021,8958561,TRUCK,4,4782,PC6802C08,PTE,VCB43
2588,2589,Sat Aug 21 08:54:41 2021,1023797,CAR,2,4453,PC5EC8DF5,PTP,VC965
2589,2590,Fri Jul 30 15:52:38 2021,9172998,CAR,2,4156,PC6BCA05F,PTC,VC965
2590,2591,Wed Aug 18 11:58:37 2021,4904226,CAR,2,4462,PCE29AA1A,PTP,VC965
2591,2592,Thu Aug  5 14:10:34 2021,9038987,CAR,2,4069,PCC48608C,PTC,VC965
2592,2593,Wed Aug 18 00:47:39 2021,6406590,VAN,2,4113,PC78D4122,PTE,VCD2F
2593,2594,Fri Jul 30 01:59:51 2021,875114,VAN,2,4100,PCC6DD8D5,PTE,VCD2F
2594,2595,Thu Aug 12 02:47:23 2021,5289058,TRUCK,4,4280,PC03A5F23,PTP,VCB43
2595,2596,Mon Aug 16 14:53:16 2021,4749205,CAR,2,4600,PCB99E8F9,PTP,VC965
2596,2597,Fri Aug 13 06:09:04 2021,9737963,TRUCK,4,4154,PC2C2EF9E,PTE,VCB43
2597,2598,Sun Aug  1 18:27:51 2021,6434826,CAR,2,4428,PCB616FAD,PTC,VC965
2598,2599,Fri Aug 13 03:37:13 2021,7495880,CAR,2,4613,PCEBBFFB5,PTP,VC965
2599,2600,Tue Aug 17 02:21:41 2021,5521690,CAR,2,4179,PC5738A82,PTP,VC965
2600,2601,Mon Aug  9 08:30:03 2021,8394179,CAR,2,4983,PCC3E4ADA,PTC,VC965
2601,2602,Wed Aug  4 04:50:25 2021,5225129,CAR,2,4697,PCFDB2BA6,PTC,VC965
2602,2603,Thu Jul 29 16:38:29 2021,6739882,TRUCK,4,4483,PC7F7FFF0,PTP,VCB43
2603,2604,Wed Aug  4 17:55:37 2021,9410321,CAR,2,4486,PC3AF69A3,PTC,VC965
2604,2605,Sun Aug  8 06:57:05 2021,4117834,VAN,2,4990,PCFE28E92,PTC,VCD2F
2605,2606,Mon Aug 16 02:09:11 2021,9456387,CAR,2,4871,PC397AFA3,PTE,VC965
2606,2607,Mon Aug  9 01:03:09 2021,7705841,CAR,2,4996,PC6A4F55F,PTP,VC965
2607,2608,Tue Aug  3 19:14:33 2021,7359785,CAR,2,4552,PC05BD3DF,PTC,VC965
2608,2609,Wed Aug 11 18:59:45 2021,3271325,CAR,2,4941,PCA6403C1,PTC,VC965
2609,2610,Tue Aug 10 14:37:16 2021,6452717,CAR,2,4794,PC4E1366E,PTE,VC965
2610,2611,Fri Aug  6 17:49:31 2021,2126880,TRUCK,4,4747,PC5E524A1,PTP,VCB43
2611,2612,Thu Jul 29 22:28:41 2021,4337936,CAR,2,4022,PCF135377,PTC,VC965
2612,2613,Sun Aug  8 16:28:13 2021,6588286,VAN,2,4835,PC4645718,PTE,VCD2F
2613,2614,Tue Aug  3 22:57:33 2021,9893046,CAR,2,4025,PC5ABB8E4,PTC,VC965
2614,2615,Wed Aug  4 15:41:09 2021,7024032,TRUCK,4,4750,PCD987A9D,PTP,VCB43
2615,2616,Fri Aug 13 07:08:16 2021,9457014,CAR,2,4481,PC30AAE76,PTC,VC965
2616,2617,Tue Aug  3 00:22:38 2021,8990830,CAR,2,4809,PCAD363FC,PTP,VC965
2617,2618,Sun Aug  8 01:52:22 2021,1544221,TRUCK,4,4353,PC79BCF60,PTE,VCB43
2618,2619,Sun Aug 22 13:48:04 2021,6174370,TRUCK,4,4023,PC77793DF,PTP,VCB43
2619,2620,Fri Aug 20 11:49:56 2021,4311930,TRUCK,4,4031,PC0214185,PTE,VCB43
2620,2621,Tue Aug 10 22:36:41 2021,3950484,CAR,2,4596,PC6558A56,PTC,VC965
2621,2622,Thu Aug 12 14:42:52 2021,7868468,CAR,2,4442,PC05C2F86,PTE,VC965
